Pest Control Companies,street,city,state,postal_code,latitude,longitude
Bugs R Us,,,,,42.447213,-71.123404
Ozark Pest Services,,,,,34.723729,-92.336112
"Gopher Removal Services, LLC",,,,,37.2691675,-119.306607
Lyons Pest Control,,,,,42.5693189,-71.1106598
High Desert Wildlife & Pest Solutions,,,,,43.7804144,-116.557309
Freedom Pest Control,61 W Main St,Merrimac,Massachusetts,1860,42.8288819,-71.0096169
Green Force Pest Control,,,,,43.6092465,-116.4087469
BedBugSafeHotels LLC,,,,,42.3143655,-70.9700245
Vanish,1830 Howard Rd,Madera,California,93637,36.9522571,-120.0808252
Ecology Pest Control,,,,,43.6092465,-116.4087469
Mice proofing service,,,,,42.0653126,-70.871452
Hawkeye Pest Control,,,,,42.003407,-71.0310809
Pal Pest Bat Control,5426 Hillsdale Dr,Lincoln,Nebraska,68504,40.8241669,-96.6456617
Critter Control of Greater Boston North,,,,,42.629652,-71.171593
Golden state pest defense,,,,,36.6091514,-119.5841026
"Modern Commercial Pest Control, Inc.",6737 N Milburn Ave #160,Fresno,California,93722,36.8350443,-119.8810858
Dan's Pest Control Management,,,,,35.2935235,-118.905443
Ultra Safe Pest Management,1309 Beacon St Suite 300,Brookline,Massachusetts,2446,42.3420504,-71.1204206
Mass Bay Wildlife Management Inc,,,,,42.0572599,-71.2348704
Clark Pest Control,5245 N Gates Ave,Fresno,California,93722,36.8126717,-119.8733526
Boston Best Pest Control,37 Cleveland Ave,Saugus,Massachusetts,1906,42.4724332,-70.9963629
Yankee Pest Control,20 Waite Ct,Malden,Massachusetts,2148,42.4305449,-71.0484647
Whitco Termite & Pest Control,,Oxford,North Carolina,27565,36.3107004,-78.5908345
Rocket Pest Control,1480 S Main St,Randleman,North Carolina,27317,35.7884903,-79.812449
Suburban Pest Control,200 Town Run Ln #21162,Winston-Salem,North Carolina,27101,36.0961669,-80.2461328
Faircloth Chimney Sweeps and Wildlife Removal LLC,4054 NC-62 B,Burlington,North Carolina,27215,36.0353409,-79.4852188
The Pest Control Authority,611 Peters Creek Pkwy,Winston-Salem,North Carolina,27103,36.0840418,-80.2574133
Sage Pest Control,3714 Alliance Dr Suite #309,Greensboro,North Carolina,27407,36.056033,-79.875697
Terminix,150 Golden Dr #100,Durham,North Carolina,27705,36.027771,-78.9665031
Pro Wildlife Removal Winston Salem,,,,,36.0332454,-80.2436448
Triad Wildlife Experts,,,,,36.0612659,-80.0665393
Triad Pest Control,1535 S Martin Luther King Jr Dr,Winston-Salem,North Carolina,27107,36.0776868,-80.2199889
Front Line Pest Control,94 Garrett Rd,Henderson,North Carolina,27537,36.2992311,-78.3873082
The Dead Pest Society,126 S Cherry St,Kernersville,North Carolina,27284,36.1198201,-80.0755916
Alliance Pest Professionals-Floyd,,,,,37.4069934,-79.9465229
Pest & Termite Consultants,321 E Chapel Hill St Office 302,Durham,North Carolina,27701,35.9971941,-78.9009655
Kernersville Rodent Management,1349 S Park Dr #119,Kernersville,North Carolina,27284,36.1038731,-80.0659159
Greensboro Pest Control,3206 W Gate City Blvd,Greensboro,North Carolina,27407,36.042065,-79.8438018
Compassionate Wildlife Removal,,,,,35.925013,-79.1629686
Nuisance Animal Removal LLC,12965 Mayfield Rd,Chardon,Ohio,44024,41.533424,-81.1743826
Pest Authority,,,,,37.8912969,-76.756488
JMJ RELIABLE PEST CONTROL INC.,,,,,40.80491,-73.8477505
Aardvark Exterminating Company Inc,,,,,35.1705075,-79.86097
Carney's Pest Control,5740 E Shields Ave,Fresno,California,93727,36.778839,-119.693704
A Plus Pest Management,,,,,40.7153106,-74.068848
Gef Pest Control,,,,,40.217672,-88.2278495
Spray Masters Pest Control,,,,,37.4089011,-120.7694149
Maximum Exterminating (Erie),,,,,42.0553249,-80.119085
Bennett Pest Control Services,1884 Co Rd 302,Edna,Texas,77957,28.9593806,-96.6316556
Sleep Safe and Bug Free- For Sale,,,,,44.3943454,-71.6428704
Western Pest Services,905 NJ-10,Randolph,New Jersey,7869,40.8564063,-74.6036606
Katen Pest Control,1326 Dos Palos Ave,Dos Palos,California,93620,36.9875815,-120.6229468
First Rate Pest Solutions,2391 NY-32,New Windsor,New York,12553,41.4463558,-74.0568705
T.Y.'s Mosquito Control,842 Cornwallis Dr,Burlington,North Carolina,27215,36.0658418,-79.453358
Bay State Pest Control,,,,,42.0369155,-71.6835355
All Natural Pest Control Solutions,,,,,40.748441,-74.1672016
"Pest2kill, Inc",,,,,40.6514114,-77.1100088
Bug Out,715 S Neil St suite b,Champaign,Illinois,61820,40.1076541,-88.2440144
"Catseye Pest Control - Tewksbury, MA",1061 East St,Tewksbury,Massachusetts,1876,42.6210372,-71.1858185
Elite Zenith Dominant Pest Control Services,,,,,43.0577975,-87.967408
Be-Gone Pest Management,251 Massapoag Ave,North Easton,Massachusetts,2356,42.0575982,-71.1655502
Eco Systems Pest Control,12-24 Centre St,Brookline,Massachusetts,2446,42.34211,-71.123914
Fox Pest Control,7101 Alcove Ave,Lubbock,Texas,79407,33.5294045,-101.9912135
Bennett Termite & Pest Solutions,22774 Cedar Ln,Georgetown,Delaware,19947,38.6722354,-75.3464394
Patton Pest Control LLC,,,,,40.0962159,-88.3373635
San Joaquin Pest Control Of Hanford,195 E 4th St,Hanford,California,93230,36.3235737,-119.6430665
Mosquito Hero,,,,,39.8978499,-88.4964175
Boris Pest Control,222 E St,South Boston,Massachusetts,2127,42.3352514,-71.0525315
Zap It Pest Control,23262 Ave 14,Madera,California,93637,36.9514633,-120.1240146
VenomCollect,,,,,37.7474484,-79.420915
Singleton Pest Solution,,,,,37.7543408,-85.9034761
Presto-X Pest Control,715 S Neil St suite b,Champaign,Illinois,61820,40.1076541,-88.2440144
BurkeExtermination,,,,,42.4991924,-71.1992694
Attention Pest Solutions LLC,,,,,43.107804,-74.007822
Mosquito Hunters of Central Bergen-Bloomfield-Englewood,,,,,40.871414,-74.069314
NW Pest Control,376A Cambridge St,Burlington,Massachusetts,1803,42.5238644,-71.2187977
Turner Pest Control Inc,202 Bridge St,Washington,North Carolina,27889,35.5461232,-77.0602063
Superior Bat Removal and Animal Trapping LLC,,,,,42.432064,-83.4668359
Apex Pest Solutions,,,,,37.9730304,-85.7140534
Pest Control in Manhattan NY,,,,,40.6971415,-73.979506
Plymouth Bristol Pest Control,176 Court St,Plymouth,Massachusetts,2360,41.9640769,-70.6761856
Paul's Pest Control Inc,503 E Andrews Ave,Wildwood,New Jersey,8260,38.9897073,-74.8284431
Insect IQ,406 Motor City Ct Ste C,Modesto,California,95356,37.7005036,-120.9997671
Orkin,204 W 4th St,Jamestown,New York,14701,42.0969142,-79.2443566
A#1Pest Control,,,,,40.1569975,-76.326588
Control Exterminating Company,,,,,40.7036855,-73.8783995
Carso Pest Control,,,,,39.8392584,-88.118411
Eako Pest Control,93 Main St,Brockton,Massachusetts,2301,42.0836582,-71.0200162
Best Pest Management,1122 Stoddard Ave,Modesto,California,95350,37.6492312,-121.0083501
Pest Aside Exterminating,,,,,40.730006,-74.105225
Ecowise Pest Control NYC,236 W 26th St,New York,New York,10001,40.7465109,-73.9959946
Dig Em Out Mole Service LLC,,,,,40.1473385,-87.9325205
Home Paramount Pest Control,1 Industrial Dr,Hanover,Pennsylvania,17331,39.8178617,-76.967119
Galactic Solutions Pest Control,,,,,38.199971,-85.5240134
"805 Termite & Pest Control, Inc",,,,,34.6038396,-120.2004519
Amherst Exterminators,218 W 5th St,Dunkirk,New York,14048,42.4796141,-79.3470845
Recon Pest Control,291 Sunset Park Dr,Herndon,Virginia,20170,38.957293,-77.3741067
Complete Bed Bug Exterminating NYC,244 E 58th St,New York,New York,10022,40.7600265,-73.965435
Squared Away Pest Control,975 Corporate Park Dr Box 7,Pembroke,Massachusetts,2359,42.1023501,-70.7673258
Weymouth Tree Care,1644 W Whitesbridge Ave,Fresno,California,93706,36.736033,-119.8306987
Pestcore Pest Control,297 NJ-72,Manahawkin,New Jersey,8050,39.699148,-74.269021
"Bluegrass Wildlife Control, LLC",3770 Bardstown Rd,Lawrenceburg,Kentucky,40342,37.9557371,-85.0703556
A Presidential Pest Control,,St Johnsbury,Vermont,5819,44.4192506,-72.0151267
Mwildlife.Inspection,,,,,42.352595,-83.0991151
Minuteman Mosquito,40 Westdale Rd,Westwood,Massachusetts,2090,42.2240133,-71.1793626
Clegg’s Termite & Pest Control - Durham,2401 Reichard St,Durham,North Carolina,27705,36.0292667,-78.929586
RVA Pest Control - Powhatan,,,,,37.4438874,-77.8546279
Maguire Pest Control,,,,,46.423669,-129.9427086
Mosquito Joe of Peoria-Champaign,,,,,40.433229,-89.0107084
Vault Pest Control,,,,,42.526835,-71.099369
San Joaquin Pest Control,1104 N Marcin St,Visalia,California,93291,36.3393658,-119.3637253
Widerange Pest Solutions,,,,,35.2864379,-77.449333
Metropolitan Pest Solutions,,,,,43.2008058,-71.6835355
Waltham Pest Control,97 Cambridge St,Burlington,Massachusetts,1803,42.4964682,-71.1947645
"On Pointe Pest Management, LLC",,,,,35.9779766,-77.8187259
Eastern pest services,1600 Sunset Dr,Norfolk,Virginia,23503,36.9291357,-76.2326696
Megee's Mosquito Management,32858 Substation Rd,Frankford,Delaware,19945,38.5342839,-75.1286759
"Toler Pest Control, LLC",1817 Shady Ln,Louisville,Kentucky,40205,38.2284453,-85.7084595
Martins Pest Control,96 Linda Ln,Churchville,Virginia,24421,38.2413908,-79.1244014
Aptive Pest Control,1041 Barl Ct,Dover,Delaware,19901,39.1552375,-75.49706
Swat Team Pest Control LLC,5330 Valley Station Rd #102,Louisville,Kentucky,40272,38.1056012,-85.8632722
Wellington Pest Control,33 Union St,Walpole,Massachusetts,2081,42.1612553,-71.2142914
Canine Detection Services,4162 N Knoll Dr Suite 101,Fresno,California,93722,36.796527,-119.858118
Rogers Pest Control,1054 Main St,Brockton,Massachusetts,2301,42.0645697,-71.015715
Bug Out! Candles,76 Deer Run Ln,North Hyde Park,Vermont,5665,44.6756059,-72.592499
Crazy Ant Pest Control,10174 CA-41 STE 113,Madera,California,93636,36.89681,-119.793828
Mosquito Mary's of Doral-Miami,,,,,25.8473704,-80.3776675
Liberty Pest Control,,,,,43.6010114,-70.7108176
Bug B Gone Pest Control,,Onancock,Virginia,23417,37.7118506,-75.7490787
Orkin,855 Westwood Industrial Park Dr,Weldon Spring,Missouri,63304,38.7254564,-90.6704127
Nagy Pest Control LLC,606 Cherry Hill Dr,Staunton,Virginia,24401,38.1698478,-79.0758699
Mariposa Termite Control,,,,,37.598284,-119.8378185
Advantage Pest Control,,Millsboro,Delaware,19966,38.5915023,-75.2913018
Avian Control Inc.,2000 Pontiac Dr,Sylvan Lake,Michigan,48320,42.6194202,-83.3242881
Pest Animal Removal Winston Salem,,,,,36.0263013,-80.2070004
North Stop Pest Control,1519 Hawthorn St,Lemoore,California,93245,36.3087875,-119.8036231
Wheeler Exterminating,204 E King St,Kinston,North Carolina,28501,35.2591393,-77.578865
Elite Pest Control,3321 Georgia Ave NW,Washington,District of Columbia,20010,38.9315897,-77.0234199
Smithereen Pest Management Services,3821 E Washington St,East Peoria,Illinois,61611,40.6848115,-89.5100718
Winston Pest Control,979 W Northwest Blvd,Winston-Salem,North Carolina,27101,36.1044148,-80.2596843
Don's Pest Control,,,,,36.131046,-75.735046
Quality Control Exterminating,5492 US-29,Blairs,Virginia,24527,36.686121,-79.3689568
Foremost Pest & Wildlife,1702 Secrest Shortcut Rd,Monroe,North Carolina,28110,35.0015654,-80.5549272
Sachem Pest Control,20 Del Carmine St #101,Wakefield,Massachusetts,1880,42.5017311,-71.0599625
Tick and Mosquito Annihilators,161 Horseman Dr,Lynchburg,Virginia,24502,37.3408453,-79.2560131
Tri-County Pest Control,S Minier Ave,Minier,Illinois,61759,40.4309987,-89.3132621
Waynes Pest Control,2720 Huntsville Hwy,Fayetteville,Tennessee,37334,35.080526,-86.570818
Rodriguez Wasp Nest Removal,,,,,35.1705075,-79.86097
J and J Pest Control,408 Lincoln Ave S,Fayetteville,Tennessee,37334,35.1486352,-86.5722872
Pointer Pest Control (Placer County),,,,,38.8348355,-121.2498116
Lincoln County Exterminating LLC.,23 Clayton Acres Rd,Fayetteville,Tennessee,37334,35.0755681,-86.5885075
Annis Termite-Moisture Control,18112 N R North St,Keller,Virginia,23401,37.6154696,-75.7645539
Fair Kernersville Solutions,,,,,35.1705075,-79.86097
Bed Bug Exterminator NYC Inc,,,,,40.6971415,-73.979506
"Poole's Pest Control, LLC",506 College St W,Fayetteville,Tennessee,37334,35.1526878,-86.5765806
Pest & Rodent Control in Antelope,,,,,38.6844062,-121.395821
Envirex Pest Control & Protection,27 Smith St,Brooklyn,New York,11201,40.6906228,-73.9874664
Dino's Pest Control Inc.,,,,,36.6872084,-119.449746
"No Survivors Pest Control Company, Inc.",240 Kent Ave 2nd Floor,Brooklyn,New York,11249,40.7169891,-73.9656812
USA Pest Management,,,,,38.3770493,-121.4451245
Fred's Pest Control II,9 E Tampa Ave,Villas,New Jersey,8251,39.0331253,-74.9338354
Home Spectors Inspection Services,201 Pomona Dr STE B,Greensboro,North Carolina,27407,36.0664108,-79.8621705
Tailor Made Pest and Wildlife,3715 Bardstown Rd Suite 310,Louisville,Kentucky,40218,38.1988929,-85.6584985
North Alabama Pest Control,,,,,34.7340175,-87.7068589
Aptive Pest Control,,,,,38.8294445,-121.2498116
D & D Pest Control & Home Inspection Services,"2065 1/2, Marion Ln",Kinston,North Carolina,28504,35.1768834,-77.5999527
Clegg’s Termite & Pest Control - Kernersville,740 Indeneer Dr,Kernersville,North Carolina,27284,36.100368,-80.0646152
Western Pest Services,,Union City,New Jersey,7087,40.7795793,-74.0237237
"Webb's Pest Control, Inc.",,,,,37.077255,-88.9265991
Marriott Termite and Pest Control,2 Alexauken Creek Rd,Lambertville,New Jersey,8530,40.3813014,-74.9477135
Matar Termite & Pest Control,6300 Stevenson Ave STE F,Alexandria,Virginia,22304,38.812736,-77.1410563
OnGuard Pest Control,236 Vanderbilt Ave 1st floor,Brooklyn,New York,11205,40.690346,-73.969573
Singing River Pest Control,3612 Old Chisholm Rd #1422,Florence,Alabama,35633,34.8529578,-87.6770266
Nucore Pest Control,,,,,36.266698,-119.1479144
Green Pest Services,14310 Sullyfield Cir STE 200,Chantilly,Virginia,20151,38.8922755,-77.4412527
American Pest Services,,,,,47.7336604,-122.1268744
Dugwell Pest Control,19356 Virgil H Goode Hwy,Rocky Mount,Virginia,24151,37.0616342,-79.8838233
Dewey Pest & Termite Control,5030 Salida Blvd,Salida,California,95368,37.7121833,-121.0873585
"Shoals Pest Control, Inc.",3721 N Jackson Hwy,Sheffield,Alabama,35660,34.7690829,-87.6731921
Spot On Pest Control Service,,,,,40.9219696,-73.0182904
New Jersey Wild Geese Control,,,,,40.787711,-74.1254574
Pest Pro,,,,,40.80491,-74.038789
Terrain Termite and Pest Control,,,,,40.1992085,-75.7276236
M & T Termite and Pest Control,226 Jordan Ln,Florence,Alabama,35630,34.85825,-87.6314726
NEAR You Pest Control,,,,,38.6964618,-121.5086769
Ban-A-Bug,,Florence,Alabama,35630,34.8287425,-87.6482474
Terminix,3817 N St #59,Merced,California,95348,37.311504,-120.4811922
Truly Nolen Pest & Termite Control - Nutley,11 Passaic Ave,Nutley,New Jersey,7110,40.8080929,-74.1592966
Mosquito Squad of Chapel Hill - Durham - Burlington,,,,,36.157925,-79.4509064
Campbell’s Trapping Service,,,,,36.0316331,-78.580274
Viking Pest Control,80 NJ-47,Cape May Court House,New Jersey,8210,39.0896105,-74.8796355
Good Earth Pest Control,,,,,38.591414,-121.383598
Coast to Coast Pest Control,,,,,35.2117945,-120.46463
Best Patrol Pest Control,,,,,35.1705075,-79.86097
Eagle Pest Control,,,,,38.8288047,-121.149648
Pest A Side Pest Solutions,1013 Joy St,Madera,California,93637,36.9678615,-120.0738498
Green Pest Services,2144 Berkmar Dr Suite 1A,Charlottesville,Virginia,22901,38.0806344,-78.4784125
EcoGuard Pest Management,11355 Pyrites Way Suite A-4,Rancho Cordova,California,95670,38.6152442,-121.2569867
Dragnet Pest Control,,Reedley,California,93654,36.5963395,-119.4504029
Katybugs Pest Control,,,,,37.505273,-76.952823
Bell Pest Control Inc,,,,,38.2606374,-85.615093
Natures Pest Control and Environmental Services,,,,,40.5571344,-74.0857566
Elite Pro Pest Control,,,,,46.423669,-129.9427086
Home Paramount Pest Control Co,,Belle Haven,Virginia,23306,37.5543003,-75.8204861
Lalo Exterminating,,,,,40.732786,-74.0754406
Simple Pest Management,7717 Reno Ln,Citrus Heights,California,95610,38.7063998,-121.2804417
Instant Bed Bug Assassins,4215 Cane Run Rd Suite A,Louisville,Kentucky,40216,38.2010046,-85.8345769
Bristol Pest Control,,,,,41.500765,-72.913502
Terminix,10161 Croydon Way #1,Sacramento,California,95827,38.5815355,-121.3154256
Secure Pest Services,812 N Wood Ave Suite 304,Linden,New Jersey,7036,40.6359107,-74.2614257
Vermont Pest Control,,,,,43.871754,-72.637486
I C Pests,,,,,38.69724,-121.1555791
NYC Extermination,301 W 57th St #12A,New York,New York,10019,40.767078,-73.9831196
Veritas Innovative Pest & Termite Solutions,2520 Skyway Dr A,Santa Maria,California,93455,34.914388,-120.453713
Adapt Pest Management,,,,,38.69724,-121.3068156
"Hunter's Wildlife and Removal, LLC",,,,,36.030966,-78.544861
Tamke Tree Experts Inc,706 Martinsville Rd,Liberty Corner,New Jersey,7938,40.6557225,-74.5759969
Earthwise Pest Management,5710 Auburn Blvd # 18,Sacramento,California,95841,38.6692544,-121.3311562
101 Exterminators Inc.,,,,,36.636807,-121.2658305
Pulaski Pest Control,,,,,44.6916842,-73.0969335
Pest Control Center Inc.,3845 Madison Ave,North Highlands,California,95660,38.6616619,-121.3750451
National Bedbug Fumigators,,,,,40.80491,-74.038789
Terminix,807 Rivit St,Greenville,North Carolina,27834,35.5702502,-77.4371636
BJ's Consumer's Choice Pest Control,,,,,37.2987445,-120.4713905
Rhodes Mosquito Relief LLC,3016 Wolf Creek Ln,Normal,Illinois,61761,40.5285763,-88.9334481
All Seasons Pest Control Inc.,13759 Dix Toledo Rd,Southgate,Michigan,48195,42.2068215,-83.2014641
Bayne Pest Control,,,,,36.266698,-119.1479144
Earthwise Pest Management,4740 Northgate Blvd Ste.125,Sacramento,California,95834,38.6541793,-121.4763601
Empyrean Pest Management,2450 Venture Oaks Way,Sacramento,California,95833,38.6081254,-121.5103695
Dc Watkins Company,10127 Germantown Rd,Berlin,Maryland,21811,38.3114671,-75.2120677
"Hufford's Pest Control, LLC",6415 TX-349 Bldg 14,Midland,Texas,79705,32.0726049,-102.089883
A1 Bee Removal,,,,,36.626369,-120.096198
Clark Pest Control,5822 Roseville Rd,Sacramento,California,95842,38.672024,-121.367619
Harvey's Pest Control,,,,,43.166862,-72.975879
Carolina's Best Pest Control,,,,,33.0995626,-85.1474449
Patriot Pest Management,4403 N County Rd 1140,Midland,Texas,79705,32.0592412,-102.0137084
Reliable Pest Control,6 Francis St,Bristol,Rhode Island,2809,41.6743234,-71.2647441
Pest Control Supply Co,6351 Grand River Ave,Detroit,Michigan,48208,42.3556536,-83.1073114
Boydstun Pest Control,3610 South County Road 1232 Suite 8,Midland,Texas,79706,32.0131297,-102.078774
Pest & Termite Consultants,215 N Main St,Fuquay-Varina,North Carolina,27526,35.5877189,-78.8002777
Rubio Pest Control Roanoke,708 Elm Ave SE,Roanoke,Virginia,24013,37.2670845,-79.9308349
Expert Exterminating Inc.,160 Broadway,New York,New York,10038,40.7093664,-74.009975
E.RAD.I.CA.TIONS,,,,,35.8861114,-79.47647
Ray's Termite and Pest Control,17906 E 2400 N Rd,Bismarck,Illinois,61814,40.2152856,-87.607503
EcoSentry Pest Control,1822 Alamance Church Rd,Greensboro,North Carolina,27406,36.0229604,-79.7206888
