Grain Elevators,street,city,state,postal_code,latitude,longitude,,,,,,,,,,,,
Wolf Grain,2611 Rd Aa,Deerfield,Kansas,67838,37.9775732,-101.1379803,,,,,,,,,,,,
Johnson Cooperative Grain Co,304 E Highland Ave,Johnson City,Kansas,67855,37.5629225,-101.7463525,,,,,,,,,,,,
Flagler Cooperative Association - 2W Elevator,19921 County Rd 2W,Limon,Colorado,80828,39.128942,-103.6979737,,,,,,,,,,,,
Skyland Grain,,Olton,Texas,,34.188593,-102.1392542,,,,,,,,,,,,
SKYLAND GRAIN,5 MI S,Rolla,Kansas,67954,37.0394011,-101.6303497,,,,,,,,,,,,
Prairie Ag Partners,100 S Railroad St,Oldham,South Dakota,57051,44.2275035,-97.3070032,,,,,,,,,,,,
North Side Grain,203 US-20,Laurel,Nebraska,68745,42.431779,-97.0953999,,,,,,,,,,,,
Prairie AG Partners,106 Main St,Hetland,South Dakota,57212,44.3757124,-97.2345755,,,,,,,,,,,,
Plankinton Elevator Co,208 W Commerce St,Plankinton,South Dakota,57368,43.7133519,-98.4881212,,,,,,,,,,,,
H & I Grain Co,205 Main Ave,Hetland,South Dakota,57212,44.3756681,-97.2347923,,,,,,,,,,,,
Dakota Agrow- Woonsocket,,Woonsocket,South Dakota,57385,44.0551502,-98.2754947,,,,,,,,,,,,
Farmers Co-Op,325 W 1st St,Pilger,Nebraska,68768,42.0065436,-97.0572104,,,,,,,,,,,,
Circle E Grain Inc,56521 870th Rd,Belden,Nebraska,68717,42.4387092,-97.2267761,,,,,,,,,,,,
Frontier Cooperative Co,508 Maple St,Bellwood,Nebraska,68624,41.3420612,-97.2349896,,,,,,,,,,,,
New Vision Co-Op,931 1st Ave,Brewster,Minnesota,56119,43.6976169,-95.4711189,,,,,,,,,,,,
Agtegra Cooperative Woonsocket,39758 SD-34,Woonsocket,South Dakota,57385,44.0547142,-98.2585067,,,,,,,,,,,,
Cargill Inc,,Silver Creek,Nebraska,68663,41.3092524,-97.6780789,,,,,,,,,,,,
Badger Farmers Co-Op,109 5th Ave S,Hetland,South Dakota,57212,44.484654,-97.203251,,,,,,,,,,,,
CHS Grainland Co-Op,20807 Co Rd 65,Holyoke,Colorado,80734,40.5840391,-102.0524888,,,,,,,,,,,,
Wayne Grain & Feed,410 Fairgrounds Ave,Wayne,Nebraska,68787,42.2281702,-97.0130458,,,,,,,,,,,,
Beemer Grain LLC,106 S Main St,Beemer,Nebraska,68716,41.9256231,-96.8107366,,,,,,,,,,,,
Belden Grain & Feed,105 US-20,Belden,Nebraska,68717,42.414533,-97.2064744,,,,,,,,,,,,
Pro Cooperative,446 IA-10,Havelock,Iowa,50546,42.8310505,-94.7034353,,,,,,,,,,,,
Grainland Cooperative,22944 Co Rd 41,Holyoke,Colorado,80734,40.6008338,-102.2817535,,,,,,,,,,,,
Dodge City Co-Op Exchange,103 Texoco St Hwy 56,Montezuma,Kansas,67867,37.5986671,-100.443695,,,,,,,,,,,,
Clyde Co-Op Association Lamont Elevator,410 N Main St,Lamont,Oklahoma,74643,36.6943353,-97.5571628,,,,,,,,,,,,
Cairo Co-op,200 W Main St,Arlington,Kansas,67514,37.8959079,-98.1781898,,,,,,,,,,,,
Paradise Grain,102 E Ave E,Paradise,Kansas,67658,39.1132477,-98.9164786,,,,,,,,,,,,
Skyland Grain,308 S Valley St,Cunningham,Kansas,67035,37.644243,-98.4279985,,,,,,,,,,,,
Geneseo - Central Prairie Co-op,803 Main St,Geneseo,Kansas,67444,38.5144622,-98.1569515,,,,,,,,,,,,
Bison Cooperative Association,103 1st St,Bison,Oklahoma,73720,36.1956138,-97.8893966,,,,,,,,,,,,
Farmers Cooperative Elevator Co,,Kingman,Kansas,,37.6417454,-98.1141382,,,,,,,,,,,,
Wheeler Brothers Grain - Canton,202 Santa Fe Rd,Canton,Oklahoma,73724,36.054525,-98.5908662,,,,,,,,,,,,
Irsik & Doll Ingalls Elevator,10505 US-50,Ingalls,Kansas,67853,37.8535344,-100.4898535,,,,,,,,,,,,
Lahoma-Imo Farmers Co-Op,3829 S Imo Rd,Enid,Oklahoma,73703,36.3537784,-97.9791214,,,,,,,,,,,,
Ok Co-Op Grain Station,,Hazelton,Kansas,67061,37.0911201,-98.4071857,,,,,,,,,,,,
White Cloud Elevator,101 KS-7,White Cloud,Kansas,66094,39.9778362,-95.2943448,,,,,,,,,,,,
Farmers Grain Co,1201 S 140th St,Nardin,Oklahoma,74646,36.8042716,-97.4466781,,,,,,,,,,,,
Anthony Farmers Co-Op,191 NW 158 Rd,Harper,Kansas,67058,37.3831874,-98.0752938,,,,,,,,,,,,
Dodge City Co-Op Exchange,227 Main St,Kingsdown,Kansas,67842,37.5241733,-99.7598629,,,,,,,,,,,,
Farmers Cooperative,602 Jefferson St,Daykin,Nebraska,68338,40.3223135,-97.296144,,,,,,,,,,,,
Farmers Grain Company,302 Broadway Ave,Pond Creek,Oklahoma,73766,36.6696635,-97.8032705,,,,,,,,,,,,
Farmers Co-Op Elevator,20 N Main St,Partridge,Kansas,67566,37.9693413,-98.0918984,,,,,,,,,,,,
Frederick - Central Prairie Co-op,405 State St,Geneseo,Kansas,67444,38.5099818,-98.2657572,,,,,,,,,,,,
Fairview Mills LP,101 KS-7,White Cloud,Kansas,66094,39.9778924,-95.2943814,,,,,,,,,,,,
Riverside Elevator,,Ness City,Kansas,67560,38.2910804,-99.8805236,,,,,,,,,,,,
Pollard - Central Prairie Co-op,Ave F,Lyons,Kansas,67554,38.4500065,-98.2108715,,,,,,,,,,,,
"Ag Partners Cooperative, Inc. - Reserve, Kansas",308 Railroad St,Reserve,Kansas,66434,39.9775304,-95.5627105,,,,,,,,,,,,
ADM Grain,105 Main St,Little River,Kansas,67457,38.4007659,-98.0103597,,,,,,,,,,,,
Tinsley Grain Inc,205 N St,Neligh,Nebraska,68756,42.1266101,-98.0312373,,,,,,,,,,,,
Decatur Co-Op Association,9914 KS-9,Lenora,Kansas,67645,39.6167986,-100.004076,,,,,,,,,,,,
Farmers Cooperative Equity Co,406 N Main St,Zenda,Kansas,67159,37.4463142,-98.2814636,,,,,,,,,,,,
Dodge City Co-Op Exchange,12th & E 12th St,Ford,Kansas,67842,37.632345,-99.7510422,,,,,,,,,,,,
Clyde Cooperative Association,105 Railroad Ave,Deer Creek,Oklahoma,74636,36.8038575,-97.5183754,,,,,,,,,,,,
Midland Marketing Co-Op Inc,100 KS-4,Brownell,Kansas,67521,38.6394458,-99.7443396,,,,,,,,,,,,
Ranch Drive,3576 Ranch Dr,Ponca City,Oklahoma,74601,36.6730142,-97.1410489,,,,,,,,,,,,
Ag Valley Co-op,101 Main St,Wilsonville,Nebraska,69046,40.1109891,-100.1069817,,,,,,,,,,,,
"Ag Partners Cooperative, Inc. - Centralia, Kansas",404 4th St,Centralia,Kansas,66415,39.7221336,-96.1297607,,,,,,,,,,,,
Farmer Cooperative Association,315 East Ave,Scranton,Kansas,66537,38.7779385,-95.743611,,,,,,,,,,,,
Palmer Grain Co Inc,208 N Nadeau Ave,Palmer,Kansas,66962,39.6325824,-97.1398376,,,,,,,,,,,,
Mor-Kan Grain,501 Commercial St,White City,Kansas,66872,38.7989739,-96.7343421,,,,,,,,,,,,
HOME CITY GRAIN,676 Sunflower Rd,Wakefield,Kansas,67487,39.215773,-97.0360879,,,,,,,,,,,,
Danville Cooperative Association,801 S F St,Wellington,Kansas,67152,37.2585824,-97.4004047,,,,,,,,,,,,
Severy Co-Op Association,210 N Kansas Ave,Severy,Kansas,67137,37.6233364,-96.226615,,,,,,,,,,,,
Delphos Co-Op Association Elevator,413 W 1st St,Delphos,Kansas,67436,39.2728099,-97.7708241,,,,,,,,,,,,
The Warthog,RHC8+V2,Amity,Missouri,,39.8221308,-94.4349833,,,,,,,,,,,,
Ray Carroll Sumner,317 Centre St,Sumner,Missouri,64681,39.6564152,-93.2467935,,,,,,,,,,,,
Butterfield & Associates Grain Inc,105 W John St,Meadville,Missouri,64659,39.7853397,-93.3026296,,,,,,,,,,,,
Ray Carroll Norborne,101 S Cherry St,Norborne,Missouri,64668,39.3023225,-93.6796979,,,,,,,,,,,,
Arnett Grain & Feed,1 Mile E,Arnett,Oklahoma,73832,36.1363752,-99.7573906,,,,,,,,,,,,
MFA Agri Services,1302 S Water St,Maysville,Missouri,64469,39.8796457,-94.3627273,,,,,,,,,,,,
Hepler Grain,E 4th St,Hepler,Kansas,66746,37.6640846,-94.96979,,,,,,,,,,,,
Ray Carroll Wakenda,30537 County Rd APT 308,Carrollton,Missouri,64633,39.3135446,-93.3767834,,,,,,,,,,,,
Heritage Rice & Grain Inc,218 S Ohio St,Waldenburg,Arkansas,72475,35.5629634,-90.9327308,,,,,,,,,,,,
Ritter Grain,434 AR-14,Weiner,Arkansas,72479,35.710725,-90.847828,,,,,,,,,,,,
Neelyville Farm Center,424 Hart St,Neelyville,Missouri,63954,36.5614266,-90.5084543,,,,,,,,,,,,
Integrity Grain,100-198 Front St,Moro,Arkansas,72368,34.7957519,-90.990703,,,,,,,,,,,,
Agri-Way Partners L.L.C.,302 N Chestnut St,New London,Iowa,52645,40.927441,-91.3977963,,,,,,,,,,,,
Ursa Farmers Co-Op,202 W Maple Ave,Ursa,Illinois,62376,40.0747091,-91.3690653,,,,,,,,,,,,
Ries Ag Marketing,207 Main St,Ryan,Iowa,52330,42.3511831,-91.4822805,,,,,,,,,,,,
Heartland Co-op,118 N Myers Ave,Lacona,Iowa,50139,41.1898018,-93.3870152,,,,,,,,,,,,
Ia Mo Grain,24246 295th St,Bloomfield,Iowa,52537,40.6333581,-92.3630071,,,,,,,,,,,,
Vision AG LLC,121 W 1st St,Hedrick,Iowa,52563,41.1706611,-92.3111303,,,,,,,,,,,,
MFA Farm Supply,,Lineville,Iowa,50147,40.5920465,-93.5226307,,,,,,,,,,,,
21st Century,220 Washington St,Fontanelle,Iowa,50846,41.2899195,-94.5642736,,,,,,,,,,,,
"Van Dee Bins, L.L.C.",,,,,41.761718,-92.3660908,,,,,,,,,,,,
Consolidated Grain and Barge Co.,2097 N Co Rd 2100,Carthage,Illinois,62321,40.5034572,-91.0999578,,,,,,,,,,,,
Novelty Elevator,RR 1,Novelty,Missouri,63460,40.0104687,-92.1645651,,,,,,,,,,,,
Hopkinton Feed & Grain Inc,31154 283rd Ave,Hopkinton,Iowa,52237,42.3377248,-91.2412644,,,,,,,,,,,,
Mid-Iowa Cooperative Jesup South,2326 Benson Shady Grove Ave,Jesup,Iowa,50648,42.4526228,-92.0545376,,,,,,,,,,,,
Rea Grain & Feed Co,175 Byers St,Rea,Missouri,64480,40.06308,-94.765624,,,,,,,,,,,,
Chem Gro Inc,,Wayland,Missouri,63472,40.3944231,-91.5473205,,,,,,,,,,,,
Cantril Feed & Grain,610 W North St,Cantril,Iowa,52542,40.6448995,-92.0760219,,,,,,,,,,,,
Faas Feed & Grain,222 Lakeview St,North English,Iowa,52316,41.512895,-92.0755399,,,,,,,,,,,,
Agri-Way Partners L.L.C.,201 E Gerry St,Crawfordsville,Iowa,52621,41.2173822,-91.537248,,,,,,,,,,,,
Innovative AG Services,2443 Vincent Ave,Winthrop,Iowa,50682,42.4366645,-91.6573715,,,,,,,,,,,,
First Cooperative,305 3rd Ave,Webb,Iowa,51366,42.9495374,-95.0102992,,,,,,,,,,,,
Gold-Eagle Cooperative - Kanawha,201 E 1st St,Kanawha,Iowa,50447,42.9341872,-93.7913902,,,,,,,,,,,,
MaxYield Cooperative,410 1st St,Meservey,Iowa,50457,42.9117049,-93.4778857,,,,,,,,,,,,
Maxyield Co-Op of Whittemore,502 Railroad St,Whittemore,Iowa,50598,43.0647017,-94.4229935,,,,,,,,,,,,
Green Plains Grain Co LLC,300 Agriculture Ave,Gruver,Iowa,51334,43.3918613,-94.7036918,,,,,,,,,,,,
Stateline Co-Op,221 W Ramsey St,Bancroft,Iowa,50517,43.2932246,-94.2200703,,,,,,,,,,,,
Stateline Cooperative,105 Maine St,Lone Rock,Iowa,50559,43.2191779,-94.3242274,,,,,,,,,,,,
WFS,6079 Main St,Dolliver,Iowa,50531,43.465529,-94.6122492,,,,,,,,,,,,
United Farmers Cooperative,"215 N, Main St",Bird Island,Minnesota,55310,44.768672,-94.8930566,,,,,,,,,,,,
State Line Co-Op Elevator,609 Maple St,Fenton,Iowa,50539,43.2184305,-94.4273955,,,,,,,,,,,,
North Iowa Co-Op Elevator,310 5th St S,Swaledale,Iowa,50477,42.9759094,-93.3147768,,,,,,,,,,,,
Rowan New Cooperative,115 IA-3,Rowan,Iowa,50470,42.7421684,-93.4971237,,,,,,,,,,,,
Central Region Cooperative,627 County Rd 7 N,Cobden,Minnesota,56085,44.2878514,-94.8486666,,,,,,,,,,,,
Farmers Cooperatiave Co,304 E Ellsworth St,Dows,Iowa,50071,42.6562802,-93.4975493,,,,,,,,,,,,
Pro Cooperative Ruthven Elevator,1409 Main St,Ruthven,Iowa,51358,43.1305265,-94.9006721,,,,,,,,,,,,
Pro Cooperative Plover Elevator,402 Jackson St,Rolfe,Iowa,50581,42.8787647,-94.6217657,,,,,,,,,,,,
State Line Co-Op,1906 IA-9,Lakota,Iowa,50451,43.3852676,-94.0731515,,,,,,,,,,,,
Pro Cooperative Terril Elevator,402 Warner Ave,Terril,Iowa,51364,43.3029767,-94.9697003,,,,,,,,,,,,
Gold-Eagle Cooperative - Woden,103 Main,Woden,Iowa,50484,43.2335266,-93.9103374,,,,,,,,,,,,
New Vision Co-Op,37308 Co Rd 8,Mountain Lake,Minnesota,56159,43.9447288,-94.8767852,,,,,,,,,,,,
State Line Co-Op Elevator,501 3rd St N,Swea City,Iowa,50590,43.3864497,-94.3101441,,,,,,,,,,,,
Farmers Elevator Co.,37491 Co Rd 15,St Peter,Minnesota,56082,44.3480796,-94.0177993,,,,,,,,,,,,
Stateline,3875 525th Ave,Cylinder,Iowa,50528,43.0867565,-94.5511468,,,,,,,,,,,,
Hayward Cooperative,20470 810th Ave,Hayward,Minnesota,56043,43.6504953,-93.2482691,,,,,,,,,,,,
Gold-Eagle Cooperative - Livermore,302 4th St,Livermore,Iowa,50558,42.8698329,-94.1852398,,,,,,,,,,,,
Northern Country Co-Op,100 Railway St SW,Rose Creek,Minnesota,55970,43.6031562,-92.8317726,,,,,,,,,,,,
NEW Cooperative,1389 Wright Ave,Rowan,Iowa,50470,42.7444303,-93.4979433,,,,,,,,,,,,
Gavilon Grain LLC,84024 220th St,Hayward,Minnesota,56007,43.6736724,-93.1886775,,,,,,,,,,,,
Midwest Custom Processing,490 Vandeberg St,Baldwin,Wisconsin,54002,44.9511048,-92.3674752,,,,,,,,,,,,
Northeast Iowa Co-Op Office,,Maynard,Iowa,50655,42.7738712,-91.88239,,,,,,,,,,,,
A & K Feed & Grain Co,120 Center St,Lime Springs,Iowa,52155,43.4484192,-92.2818975,,,,,,,,,,,,
Metcalf Farms,5343 E County Rd Mm,Janesville,Wisconsin,53546,42.6791093,-88.9380559,,,,,,,,,,,,
MINI fruen grain elavator,4082 N Washington Ave,Minneapolis,Minnesota,55412,45.0293396,-93.284667,,,,,,,,,,,,
Mayco Export Inc,400 S 4th St,Minneapolis,Minnesota,55415,44.9775743,-93.2636559,,,,,,,,,,,,
"Rumbold & Kuhn, Inc. Wyoming",14715 IL-17,Wyoming,Illinois,61491,41.076935,-89.7022078,,,,,,,,,,,,
"Rumbold & Kuhn, Inc. Speer",S Valley Rd,Speer,Illinois,61479,40.9887929,-89.6478504,,,,,,,,,,,,
Farmers Grain Company,203 Johnston St,Kenney,Illinois,61749,40.0965871,-89.0871988,,,,,,,,,,,,
Grainland Cooperative,207 Field St,Secor,Illinois,61771,40.739392,-89.1391866,,,,,,,,,,,,
Mor-Agra Grain Handling Inc,102 N State St,Poplar Grove,Illinois,61065,42.3666583,-88.8186016,,,,,,,,,,,,
"FS Grain, Ohio",2000 E St,Ohio,Illinois,61349,41.558201,-89.4719634,,,,,,,,,,,,
"Rumbold & Kuhn, Inc. Kewanee",411 N Chestnut St,Kewanee,Illinois,61443,41.2476115,-89.9280366,,,,,,,,,,,,
Michlig Agricenter Inc,427 S Peoria St,Bradford,Illinois,61421,41.1726935,-89.656059,,,,,,,,,,,,
"Rumbold & Kuhn, Inc. Valley",14888 Twp Rd 300 N,Wyoming,Illinois,61491,41.0168632,-89.6976931,,,,,,,,,,,,
Peavey Grain Co,6155 Co Hwy K,Waunakee,Wisconsin,53597,43.147808,-89.467987,,,,,,,,,,,,
Ludlow Cooperative,102 W Central St,Buckley,Illinois,60918,40.5986153,-88.0384075,,,,,,,,,,,,
Grain Silo,18500 W 9th St,Romeoville,Illinois,60446,41.5928791,-88.0667992,,,,,,,,,,,,
North Central Co-Op,4145 W Co Rd 400 S,Logansport,Indiana,46947,40.7061879,-86.4513959,,,,,,,,,,,,
Chittenden Elevator,138 S Front St,Grant,Michigan,49327,43.3341605,-85.8115429,,,,,,,,,,,,
"Michigan Agricultural Commodities, Inc - MAC",1601 N Mitchell St,Cadillac,Michigan,49601,44.274369,-85.408478,,,,,,,,,,,,
Beardsley Farmers Elevator Co,315 Railroad Ave,Beardsley,Minnesota,56211,45.5597195,-96.7136814,,,,,,,,,,,,
Wheaton Dumont Co-Op Elevator,17750 Co Rd 22,Fairmount,North Dakota,58030,45.9647609,-96.690991,,,,,,,,,,,,
Harvest States Co-Op,221 1st Ave N,Courtenay,North Dakota,58426,47.2236847,-98.5661145,,,,,,,,,,,,
Beardsley Farmers Elevator,305 W St Mary Ave,Barry,Minnesota,56210,45.5607688,-96.5606316,,,,,,,,,,,,
New Leipzig Grain,312 1st St W,New Leipzig,North Dakota,58562,46.375095,-101.9515324,,,,,,,,,,,,
CHS Inc,6602 US-75,Murray,Nebraska,68409,40.8903615,-95.911409,,,,,,,,,,,,
North Central Grain Cooperative,104 Main Ave W,Rolla,North Dakota,58367,48.8580183,-99.6184459,,,,,,,,,,,,
Valley United Co-op Reynolds Elevator,301 Railway St,Reynolds,North Dakota,58275,47.6710987,-97.1091142,,,,,,,,,,,,
Dakota Midland Grain,,Drake,North Dakota,58736,48.0312333,-100.4523167,,,,,,,,,,,,
North Central Farmers Elevator,210 US-83,Strasburg,North Dakota,58573,46.1354501,-100.1695945,,,,,,,,,,,,
Newfolden Co-Op Elevator Association,243 Railroad St S,Newfolden,Minnesota,56738,48.3554928,-96.3251725,,,,,,,,,,,,
Agtegra Cooperative Hague,201 Main Ave E W,Hague,North Dakota,58542,46.029268,-99.9958757,,,,,,,,,,,,
Pekin Co-Op Elevator,120 Main St,Pekin,North Dakota,58361,47.7901485,-98.3274272,,,,,,,,,,,,
Horizon Resources,108 Hill St,Alamo,North Dakota,58830,48.5837069,-103.472761,,,,,,,,,,,,
Columbia Grain-Fert Plant,102 S Great Northern Ave,Climax,Minnesota,56523,47.6052649,-96.8177985,,,,,,,,,,,,
Ypsilanti Equity Elevator Co,204 Front St N,Ypsilanti,North Dakota,58497,46.7843984,-98.565892,,,,,,,,,,,,
Agwrx Cooperative,Main St,Florence,South Dakota,57235,45.0545692,-97.3237732,,,,,,,,,,,,
Cooperative Elevator Co.,2112 Black River St,Deckerville,Michigan,48427,43.5262015,-82.750265,,,,,,,,,,,,
PK Grain Storage,8633 N 55th E,Idaho Falls,Idaho,83401,43.5736456,-111.92484,,,,,,,,,,,,
Farmers Elevator,,Glasgow,Montana,59230,48.1966203,-106.6342274,,,,,,,,,,,,
Miller Coors Barley Elevator,,Worland,Wyoming,82401,44.0608155,-107.9329699,,,,,,,,,,,,
Columbia Grain,1703 State Hwy 387,Fort Benton,Montana,59442,47.8344408,-110.657863,,,,,,,,,,,,
Ruby Mountain Hay & Grain Inc,153 Barney Ln,Twin Bridges,Montana,59754,45.4248079,-112.3024024,,,,,,,,,,,,
Perdue Agribusiness,300 New St,Seaford,Delaware,19973,38.637207,-75.6149826,,,,,,,,,,,,
Poulin Grain,,Marcellus,New York,,42.9511508,-76.3515232,,,,,,,,,,,,
Highland Milling LLC,161 2nd St N,Bancroft,Idaho,83217,42.7249455,-111.8868569,,,,,,,,,,,,
Scoular Co,125 2nd E Ave,Bancroft,Idaho,83217,42.7181209,-111.8825656,,,,,,,,,,,,
Wheeler Equity Exchange,1455 Rd 19,St Francis,Kansas,67756,39.764858,-101.7129354,,,,,,,,,,,,
Peetz Farmers' Co-Op Co,35647 CO-113,Peetz,Colorado,80747,40.9593541,-103.1116985,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,71752 Railroad St,Culbertson,Nebraska,69024,40.2274381,-100.8285437,,,,,,,,,,,,
Harrold Grain Co LLC,,Harrold,South Dakota,,44.5239081,-99.7396258,,,,,,,,,,,,
CHS High Plains-Haxtun,421 S Colorado Ave,Haxtun,Colorado,80731,40.6392564,-102.6281246,,,,,,,,,,,,
Orchard Seed,1st St,Orchard,Nebraska,68764,42.3335568,-98.2396988,,,,,,,,,,,,
Farmers Alliance,207 S Railroad St,Ethan,South Dakota,57334,43.5461807,-97.9881362,,,,,,,,,,,,
Yuma County Grain Co,10939 US-34,Yuma,Colorado,80759,40.114175,-102.6066812,,,,,,,,,,,,
Dakota Mill & Grain,111 2nd Ave,Wall,South Dakota,57790,43.9959642,-102.2409275,,,,,,,,,,,,
Viterra,70454 NE-61,Benkelman,Nebraska,69021,40.0402259,-101.5455875,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,102 E 3rd St,McCook,Nebraska,69001,40.1977576,-100.6221626,,,,,,,,,,,,
CHS High Plains-Brule,103 S State St,Brule,Nebraska,69127,41.0914388,-101.8874638,,,,,,,,,,,,
Dakota Mill & Grain Inc,226 Park Ave,Philip,South Dakota,57567,44.0360201,-101.6667385,,,,,,,,,,,,
Scoular,76890 NE-61,Ogallala,Nebraska,69153,40.9720311,-101.729357,,,,,,,,,,,,
Hall Grain Co,502 Railroad Ave,Akron,Colorado,80720,40.1575812,-103.2043237,,,,,,,,,,,,
Farmers Cooperative Association,602 Railway St,Stratton,Nebraska,69043,40.1467751,-101.231032,,,,,,,,,,,,
Farmers Union Co-Op Supply Co,103 W North St,Spencer,Nebraska,68777,42.8781325,-98.6936759,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,102 E 3rd St,McCook,Nebraska,69001,40.1977576,-100.6221626,,,,,,,,,,,,
Viterra,"25035, 367th Ave",Kimball,South Dakota,57355,43.753643,-98.8596725,,,,,,,,,,,,
Agtegra Cooperative Kennebec Grain & Agronomy,115 SD-273,Kennebec,South Dakota,57544,43.9071201,-99.8671739,,,,,,,,,,,,
Frenchman Valley Co-op,,Culbertson,Nebraska,69024,40.2312451,-100.8606215,,,,,,,,,,,,
"Frontier Ag, Inc.",209 US-36,Bird City,Kansas,67731,39.7558557,-101.5356874,,,,,,,,,,,,
Gavilon Grain LLC,1995 E County Rd 50,Paxton,Nebraska,69155,41.0625988,-101.367979,,,,,,,,,,,,
Farmers Cooperative Association,102 W G St,Trenton,Nebraska,69044,40.1774706,-101.0135807,,,,,,,,,,,,
ADM Edible Bean Specialties,200 W 1st Ave,Yuma,Colorado,80759,40.1255714,-102.7250235,,,,,,,,,,,,
Dakota Mill & Grain,102 Railroad St,Murdo,South Dakota,57559,43.8908927,-100.7122966,,,,,,,,,,,,
Green Plains,87590 Hillcrest Rd,Atkinson,Nebraska,68713,42.51785,-98.9574174,,,,,,,,,,,,
CHS High Plains-Merritt Bunker,32100 County Rd 30,Wray,Colorado,80758,40.0021997,-102.2020425,,,,,,,,,,,,
World Food Processing,19715 321st Ave,Harrold,South Dakota,57536,44.5251007,-99.7468978,,,,,,,,,,,,
Harrold Terminal,19723 321st Ave,Harrold,South Dakota,57536,44.524121,-99.7422255,,,,,,,,,,,,
CHS High Plains-Julesburg,200 E Railroad St,Julesburg,Colorado,80737,40.9823754,-102.2681358,,,,,,,,,,,,
Cutler Grain & Chemical,N Railway St,Elsie,Nebraska,69134,40.846188,-101.3866299,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,120 N Tecumseh Ave,Wauneta,Nebraska,69045,40.4172275,-101.3716093,,,,,,,,,,,,
CHS High Plains-Otis,202 S Washington St,Otis,Colorado,80743,40.1475662,-102.9615038,,,,,,,,,,,,
Scoular Cheyenne County,1892 County Rd E,St Francis,Kansas,67756,39.6267852,-101.7140045,,,,,,,,,,,,
Midwest Cooperative,1100 S Main St,Kadoka,South Dakota,57543,43.8321992,-101.5088317,,,,,,,,,,,,
Decatur Cooperative Association,115 Sunfield Ave,Herndon,Kansas,67739,39.9065185,-100.7829909,,,,,,,,,,,,
AG First Farmers C-Op,W Main St,Toronto,South Dakota,57268,44.5725635,-96.6452782,,,,,,,,,,,,
Dakota Mill & Grain Inc,301 1st St SE,Highmore,South Dakota,57345,44.5211639,-99.4394552,,,,,,,,,,,,
Perry Brothers Seed Inc,517 S Washington St,Otis,Colorado,80743,40.1428374,-102.9646517,,,,,,,,,,,,
Farmers Cooperative Elevator - Main Office,317 Osborn St,Hemingford,Nebraska,69348,42.3254589,-103.07089,,,,,,,,,,,,
M & M Co-Op Grain,E Railroad Ave,Yuma,Colorado,80759,40.1257885,-102.7213697,,,,,,,,,,,,
Scoular Co,900 Union St,Sutherland,Nebraska,69165,41.1563277,-101.1240081,,,,,,,,,,,,
Crossroads Cooperative,104 US-26,Lisco,Nebraska,69148,41.4985285,-102.618174,,,,,,,,,,,,
Panhandle Coop Association,102 W 5th St,Safford,Arizona,85546,32.83467,-109.7079231,,,,,,,,,,,,
FRONTIER EQUITY EXCHANGE,209 Co Rd 36,Bird City,Kansas,67731,39.5621144,-101.407871,,,,,,,,,,,,
Central Farmers Cooperative,41066 270th St,Dimock,South Dakota,57331,43.4732284,-97.9839019,,,,,,,,,,,,
Kimball Grain Co,200 Main St,Kimball,South Dakota,57355,43.746354,-98.957835,,,,,,,,,,,,
Herbert Feed & Grain Co,105 5th Ave,Verdigre,Nebraska,68783,42.5958359,-98.0341442,,,,,,,,,,,,
CHS High Plains-Amherst,34661 Co Rd 53,Amherst,Colorado,80721,40.6816437,-102.1643475,,,,,,,,,,,,
M & M Co-Op,9100 County Rd DD,Idalia,Colorado,80735,39.7039384,-102.290644,,,,,,,,,,,,
Flagler Cooperative,5 Main St,Arriba,Colorado,80804,39.2843707,-103.2800884,,,,,,,,,,,,
The Andersons,112 W 1st St,Paxton,Nebraska,69155,41.1228865,-101.3563132,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,303 E Railroad St,Benkelman,Nebraska,69021,40.0455949,-101.5352829,,,,,,,,,,,,
Agtegra Cooperative Alpena,902 Railroad Ave,Alpena,South Dakota,57312,44.1801768,-98.362953,,,,,,,,,,,,
West Plains LLC,105 S Kamla St,Yuma,Colorado,80759,40.1274918,-102.7361283,,,,,,,,,,,,
"Dakota Mill & Grain, Inc.",30744 241st St,Presho,South Dakota,57568,43.9087842,-100.0202215,,,,,,,,,,,,
Flagler Cooperative Association- Genoa Location,420 Nolan St,Genoa,Colorado,80818,39.2771704,-103.4965141,,,,,,,,,,,,
Farmers Cooperative Elevator,340 4th St,Echo,Minnesota,56237,44.6167527,-95.4172944,,,,,,,,,,,,
Schmitz Grain Inc,285 Broadway Ave N,Lake Wilson,Minnesota,56151,43.99617,-95.9545898,,,,,,,,,,,,
Archer Coop Grain Company,5268 370th St,Archer,Iowa,51231,43.1145461,-95.7485026,,,,,,,,,,,,
Earling Grain & Feed,109 Railway St,Earling,Iowa,51530,41.7754965,-95.4153175,,,,,,,,,,,,
