Company Name,Lat / Long,Street_Address,City,State_Parsed,ZIP_Parsed,Phone_Number,Title,Manager_Name,Email,Capacity,Category,CWTS_Flour_Mills
"Cargill, Incorporated",,"2 miles west of WaKeeney on Old Hwy. 40, P.O. Box 67",WaKeeney,KS,67672,(785) 743-2288,,,,"645,000 bus up.",Grain,
Landus Cooperative,,200 E. First St.,Halbur,IA,50441,(712) 658-5344,Regional manager,Ethan Taube,,"329,000 bus up",Grain,
"General Mills, Inc.",,200 Garfield Ave.,Duluth,MN,55802,(218) 722-7759,,,,"3,796,000 bus up.",Grain,
Hansen-Mueller Co.,,200 Garfield Ave.,Duluth,MN,55802,,,,,"3,796,000.00",Grain,
"The Andersons, Inc.",,200 Hydro Way,Delhi,LA,71232,(318) 878-5589,Operations Manager,T-Bone Ellis,,"5,725,000 bus up; 6,264,000 bus fl.",Grain,
"Cargill, Incorporated",,200 N. 19th St.,Tampa,FL,33605,(813) 247-3602,,,,"1,740,000 bus up.",Grain,
Ardent Mills,,200 N. Riverfront Dr.,Mankato,MN,56001,(507) 388-1679,Plant Manager,Michael Forsythe,michael.forsythe@ardentmills.com,"610,000 bus up.",Grain,
Ardent Mills,,200 N. Riverfront Dr.,Mankato,MN,56001,(507) 388-1679,Plant manager,Michael Forsythe,michael.forsythe@ardentmills.com,"9,900 cwts",Flour mills,
Ardent Mills,,200 N. Riverfront Dr.,Mankato,MN,56001,(507) 388-1679,Plant manager,Michael Forsythe,michael.forsythe@ardentmills.com,,Specialty Mills,
"Riceland Foods, Inc.",,200 Plum St,Newport,AR,72112,(870) 523-6251,District manager,Rob Wilson,riceland@riceland.com,"1,509,000 bus up; 1,124,000 bus fl.",Grain,
Alliance Grain Co.,,"200 S. Brook St., P.O. Box 236",Colfax,IL,61728,(309) 723-2611,Location supervisor,Brandon Bose,,"2,200,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,200 Voorhees St.,Terre Haute,IN,47802,(812) 232-1044,Manager,Ashlee Cottrell,,"2,963,000 bus up",Grain,
Archer Daniels Midland Co.,,200 W. Lamb St.,Center,MO,63436,(573) 267-3692,Superintendent,Matthew Kelch,,"900,000 bus up",Grain,
Agtegra Cooperative,,200 W. Railway St.,Kennebec,SD,57544,(605) 869-2253,Location manager,Todd Longville,,"4,800,000 bus up",Grain,
Treehouse Foods,,2000 American Italian Way,Columbia,SC,29209,(803) 695-7312,Mill manager,Rhen Marshall,info@treehousefoods.com,"11,000 cwts.",Specialty Mills,
"Cargill, Incorporated",,2000 W. Ohio St.,Evansville,IN,47712,(812) 424-2432,,,,"1,945,000 bus up.",Grain,
Hopkinsville Milling Co.,,2001 S.,Walnut Hopkinsville,KY,42240,(270) 886-1231,President,Robert Harper,,,Flour mills,
Hopkinsville Milling Co.,,2001 S.,Walnut Hopkinsville,KY,42240,(270) 886-1231,President,Robert Harper,,"5,000 bus",Specialty Mills,
Hopkinsville Milling Co.,,2001 S. Walnut,Hopkinsville,KY,42240,(270) 886-1231,President,Robert Harper,,"5,000 bus.",Specialty Mills,
Hopkinsville Milling Co.,,2001 S. Walnut,Hopkinsville,KY,42240,(270) 886-1231,President,Robert Harper,,,Mix Plants,
Rumbold & Kuhn,,20014 N. Rice Rd.,Princeville,IL,61559,(309) 385-4361,Outside Operations Manager,Randy Drake,randyd@rkgrain.com,"577,825 bus up; 2,345,175 bus fl.",Grain,
"Mid-Columbia Producers, Inc.",,2003 Railroad Ave.,Moro,OR,97039,(541) 565-3737,,,,"1,780,000 bus up.",Grain,
Ardent Mills,,2005 Vermillion St.,Hastings,MN,55033,(651) 437-0161,Plant Manager,Sean Nolan,sean.nolan@ardentmills.com,"1,495,000 bus up.",Grain,
Ardent Mills,,2005 Vermillion St.,Hastings,MN,55033,(651) 437-3161,Plant manager,Ryan Baker,ryan.baker@ardentmills.com,"26,760 cwts",Flour mills,
Ardent Mills,,2005 Vermillion St.,Hastings,MN,55033,(651) 437-3161,Plant manager,Ryan Baker,ryan.baker@ardentmills.com,"8,500 cwts.",Specialty Mills,
Ardent Mills,,2005 Vermillion St.,Hastings,MN,55033,(651) 437-3161,Plant manager,Ryan Baker,ryan.baker@ardentmills.com,"2,000 cwts",Specialty Mills,
Ardent Mills,,2005 Vermillion St.,Hastings,MN,55033,(651) 437-3161,Plant manager,Ryan Baker,ryan.baker@ardentmills.com,,Specialty Mills,
Landus Cooperative,,2008 Sixth St.,Harlan,IA,51537,(712) 755-2171,Regional manager,Ethan Taube,,"188,000 bus up",Grain,
Tyson Foods Local Grain Services,,201 E. Church St.,Kenton,TN,38233,(731) 749-5421,Supervisor,Darryl Sims,localgrainservices@tyson.com,"2,250,000 bus up",Grain,
Ritzville Warehouse Co.,,201 E. First Ave.,Ritzville,WA,99169,(509) 659-0130,CEO,Brian Gordon,bgordon@ritzwhse.net,"750,000 bus up",Grain,
"Perdue Agribusiness Grain, Llc",,201 E. Main,Sudlersville,MD,21668,(410) 438-3145,manager,Joseph Cronshaw,joseph.cronshaw@perdue.com,"450,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,201 N. Missouri St.,Mound City,IL,62963,(618) 748-9272,GM,Derek Oliver,,"3,472,000 bus up; 3,281,000 bus fl",Grain,
Adm Milling Co.,,"201 Rte. 23B, P.O. Box 398",Hudson,NY,12534,(518) 828-4691,Commercial Manager,Jerdan Schweizer,milling@adm.com,"1,000,000 bus up.",Grain,
Adm Milling Co.,,"201 Rte. 23B, P.O. Box 398",Hudson,NY,12534,(518) 828-4691,Commercial manager,Jerdan Schweizer,milling@adm.com,"18,000 cwts",Flour mills,
Shawnee Milling Co.,,201 S.,Broadway Shawnee,OK,74801,(405) 273-7000,Chairman,William L. Ford,,"7,000 cwts",Flour mills,
Shawnee Milling Co.,,201 S.,Broadway Shawnee,OK,74801,(405) 273-7000,Superintendent,Mark Watts,,,Mix Plants,
Shawnee Milling Co.,,201 S. Broadway,Shawnee,OK,74801,(405) 273-7000,Chairman,William L. Ford,,"6,500 bus.",Specialty Mills,
Shawnee Milling Co.,,201 S. Broadway,Shawnee,OK,74801,(405) 273-7000,Superintendent,Mark Watts,,,Specialty Mills,
Cfs,,201 W. Main St.,Clarks Grove,MN,56016,(507) 256-7217,Manager,Dennis Adams,dadams@cfscoop.com,"1,300,000 bus up",Grain,
Chelsea Milling Co.,,"201 W. North St., P.O. Box 460",Chelsea,MI,48118,(734) 475-1361; (800) 727-2460,Chairman; CEO,Howdy S. Holmes,,"4,500 cwts.",Flour mills,
Chelsea Milling Co.,,"201 W. North St., P.O. Box 460",Chelsea,MI,48118,(734) 475-1361,Chairman; CEO,Howdy S. Holmes,,,Mix Plants,
"Attebury Grain, Inc.",,2013 N Ave. N.,Lubbock,TX,79408,(806) 765-7371,,,opsassistant@attebury.com,"10,119,000 bus up",Grain,
Agtegra Cooperative,,20137 U.S. Hwy. 281,Wolsey,SD,57384,(605) 883-4317,Location manager,Bill Timm,,"4,100,000 bus up",Grain,
Cpi,,2014 Rd. 12,Fairmont,NE,68354,(402) 268-2926,,,jyoesel@cpicoop.com,"2,700,000 bus up",Grain,
Landus Cooperative,,"202 E. Dow St., P.O. Box 430",Greene,IA,50636,(641) 823-4163,Regional manager,Amanda De Jong,,"716,000 bus up; 2,922,000 bus fl.",Grain,
"Ray-Carroll County Grain Growers, Inc.",,202 E. Main St.,Hardin,MO,64035,(660) 398-4388,Branch Manager,Brian Meyers,,"5,806,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,202 Factory St.,Golden Gate,IL,62843,(618) 842-3766,Location Manager,Bret Barnard,,,Grain,
Adm Milling Co.,,202 First St.,Midland,ON,L4R 3L9,(705) 526-7861,Commercial manager,Kevin Clugston,milling@adm.com,"12,000 cwts",Flour mills,
"New Cooperative, Inc.",,"202 First St., Box 180",Dickens,IA,51333,(712) 454-1052,Location Manager,Tom Wise,,,Grain,
"Attebury Grain, Inc. (Happy)",,"202 N. Gordon, P.O. Box 37",Happy,TX,79042,(806) 335-1639,,,opsassistant@attebury.com,"4,642,000 bus up;",Grain,
"Chs, Inc. (Global Grain & Processing)",,"2020 S. Riverfront Dr., P.O. Box 3247",Mankato,MN,56001,(507) 625-7911,Facility manager,Jim Graham,info@chsinc.com,"4,000 cwts.",Specialty Mills,
Ardent Mills,,2020 Steel Rd.,Colton,CA,92324,(909) 825-7630,Plant manager,David King,david.king@ardentmills.com,"460,000 bus up.",Grain,
Ardent Mills,,2020 Steel Rd.,Colton,CA,92324,(909) 825-7630,Plant manager,David King,david.king@ardentmills.com,"11,000 cwts",Flour mills,
Ardent Mills,,20201 Hwy. 97 S.,Klamath Falls,OR,97603,(541) 363-0669,Elevator manager,Bobby Wilson,bobby.wilson@ardentmills.com,"668,000 bus up.",Grain,
"Dawn Food Products, Inc.",,2021 Micor Dr.,Jackson,MI,49203,(517) 789-4500,,,questions@dawnfoods.com,,Specialty Mills,
"Dawn Food Products, Inc.",,2021 Micor Dr.,Jackson,MI,49203,(517) 789-4500,,,questions@dawnfoods.com,,Mix Plants,
"Attebury Grain, Inc. (46Th)",,203 E. 46th,Amarillo,TX,79118,(806) 335-1639,,,opsassistant@attebury.com,"3,226,000 bus up",Grain,
Northern Country Coop,,"203 E. Spring St., P.O. Box 217",Stacyville,IA,50476,(641) 710-2348; (800) 348-1866,,,counter@ncountrycoop.com,"2,236,000 bus up",Grain,
Consolidated Grain &Barge Co.,,20314 MO-77,East Prairie,MO,63845,(573) 649-3014,Regional manager,Murray Schwieger,,"589,000 bus up",Grain,
Archer Daniels Midland Co.,,2032 Hwy. 44,Reserve,LA,70084,(504) 443-6644,,,,"3,200,000 bus up; 2,000,000 bus fl.",Grain,
Ruff Brothers Grain,,204 E. Fifth St.,Long Point,IL,61333,(815) 854-2211; (800) 988-5882,Manager,Mark Loudon,mloudon@maxiis.com,"1,425,000 bus up; 500,000 bus",Grain,
Heartland Co-Op,,204 E. Hancock,Runnells,IA,50237,(515) 966-2349,Manager,Dan Noland,info@heartlandcoop.com,"273,000 bus up.",Grain,
Arva Flour Mills Ltd.,,2042 Elgin St.,Arva,ON,N0M 1C0,(519) 660-0199,President,Mike Matthews,info@arvaflourmill.com,300 cwts,Flour mills,
Arva Flour Mills Ltd.,,2042 Elgin St.,Arva,ON,N0M 1C0,(519) 660-0199,President,Mike Matthews,info@arvaflourmill.com,300 cwts,Specialty Mills,
Iowa Corn Processors Lc,,20481 Sycamore Ave.,Glidden,IA,51443,(712) 659-2111,,,,"21,000 bus",Specialty Mills,
"New Cooperative, Inc.",,205 E. Center St.,Pomeroy,IA,50575,(712) 468-3149,Regional manager,Chris Blair,pomeroy@newcoop.com,"3,242,000 bus up.",Grain,
Landus Cooperative,,"205 E. First St., P.O. Box 476",Odebolt,IA,51458,(712) 668-2211,Regional manager,Randy Main,,"2,999,000 bus up; 976,000 bus fl.",Grain,
Ardent Mills,,2050 Market St. N.E.,Decatur,AL,35601,(256) 280-4785,Plant Manager,Lane Marte,lane.marte@ardentmills.com,"2,600,000 bus up.",Grain,
Ardent Mills,,2050 Market St. N.E.,Decatur,AL,35601,(256) 280-4785,Manager,Lane Marte,lane.marte@ardentmills.com,"22,000 cwts",Flour mills,
"Columbia Grain International, Llc",,2051 Wilma Dr.,Clarkston,WA,99403,(509) 758-1000,Manager,Amanda Beale,pdxmerchants@columbiagrain.com,"5,000,000 bus up",Grain,
Archer Daniels Midland Co.,,"2054 N. 2753 Rd., P.O. Box 546",Ottawa,IL,61350,(815) 434-6990,Manager,Pat Henry,,"231,414 bus up; 1,188,430 bus fl.",Grain,
"New Cooperative, Inc.",,206 N. First St.,Vincent,IA,50594,(515) 417-6220,Manager,Kevin Schmauss,vincent@newcoop.com,"5,146,000 bus up; 2,819,000 bus fl.",Grain,
"Columbia Grain International, Llc",,20601 State Rte. 195,Pullman,WA,99163,(509) 677-3441,Manager,Lane Hannah,pdxmerchants@columbiagrain.com,"300,000 bus up",Grain,
Shellsburg Elevator,,207 Commercial St.,Shellsburg,IA,52332,(319) 436-2251,,,,"1,600,000 bus up",Grain,
Consolidated Grain & Barge Co.,,207 W.,Ozburn Pinckneyville,IL,62274,(618) 357-9331,GM,Derek Oliver,,"1,094,000 bus up",Grain,
Farmers Cooperative,,208 W.,Depot Dorchester,NE,68343,(402) 946-2211; (800) 642-6439,Grain manager,Dale Hayek,dhayek@farmersco-operative.com,"4,654,708 bus up",Grain,
Heartland Co-Op,,2081 Nutmeg Ave.,Fairfield,IA,52556,,Manager,Adam Logsdon,info@heartlandcoop.com,"4,507,000 bus up",Grain,
Farmers Cooperative,,2084 Tumbleweed Rd.,Frankfort,KS,66427,(785) 292-6200,Location manager,Jeff Polson,jpolson@farmersco-operative.com,"4,100,000 bus up",Grain,
"The Andersons, Inc.",,20888 Van Slyke Rd.,Greenleaf,ID,83626,(208) 649-5296,Operations manager,Boyd Coles,,"511,000 bus up; 1,200,000 bus fl.",Grain,
Jamaica Flour Mills Limited,,209 Windward Rd.,Kingston 2,JM,,(876) 928-7221-5; (888) 991-4536,Regional business manager,Derrick Nembhard,jfmcustomerservice@adm.com,,Mix Plants,
Jamaica Flour Mills Limited,,"209 Windward Rd., Kingston",2,JM,,(876) 928-7221-5,Regional business manager,Derrick Nembhard,jfmcustomerservice@adm.com,"2,000 cwts",Specialty Mills,
Sunrise Cooperative,,"21 Woodward St., P.O. Box R",South Charleston,OH,45368,(937) 462-8341,Operations manager,Dan Roncolato,,"8,900,000 bus up.",Grain,
Hansen-Mueller Co.,,21-21st Ave. E.,Superior,WI,54880,(715) 398-3541,,,,"3,200,000 bus up",Grain,
Consolidated Grain & Barge Co.,,210 George St.,Aurora,IN,47001,(812) 926-0740,Regional Manager,Jason Selking,,"1,928,000 bus up",Grain,
Archer Daniels Midland Co.,,210 N 7th St,La Belle,MO,63447,(660) 213-3626,Manager,Brian Doellman,,"1,100,000 bus up.",Grain,
Adm Milling Co.,,210 N.E. Third St.,Abilene,KS,67410,(785) 263-1631,Operations manager,Scott Hargrave,milling@adm.com,"14,200 cwts.",Specialty Mills,
Dm Milling Co.,,"210 N.E. Third St., P.O. Box 338",Abilene,KS,67410,(785) 263-1631,Operations manager,Scott Hargrave,milling@adm.com,"2,100,000 bus up",Grain,
Adm Milling Co.,,"210 N.E. Third St., P.O. Box 338",Abilene,KS,67410,(785) 263-1631,Operations manager,Scott Hargrave,milling@adm.com,,Specialty Mills,
"Riceland Foods, Inc.",,210 S Front St,Hickory Ridge,AR,72347,,Manager,David Caldwell,riceland@riceland.com,"2,923,000 bus up.",Grain,
"Cargill, Incorporated",,210 Third St.,Carleton,NE,68326,(402) 356-2351,,,,"1,482,000 bus up.",Grain,
Great Plains Commodities,,21080 U.S. Hwy. 62,Altus (Headrick),OK,73549,(580) 738-5000,,,bbryer@gpc-altus.com,"1,414,000 bus up.",Grain,
Frontier Cooperative Co.,,211 S. Lincoln St.,Brainard,NE,68626,(402) 545-2811,Branch Manager,Jason Ekstein,,"2,925,000 bus up; 1,550,000 bus fl.",Grain,
Thresher Artisan Wheat —,,211 Truck Rte.,Newdale,ID,83436,(208) 458-4948,GM,Max Mobley,,"866,000 bus up.",Grain,
"Cargill, Incorporated",,"2117 W. Hwy. 8, P.O. Box 88",Heartwell,NE,68945,(308) 563-2111,,,,"2,665,000 bus up.",Grain,
Landus Cooperative,,212 S. First St.,Dawson,IA,50066,(515) 428-8334,Regional manager,Ethan Taube,,"1,056,000 bus up; 1,544,000 bus fl.",Grain,
"Riceland Foods, Inc.",,"2120 S. Park Ave., P.O. Box 927",Stuttgart,AR,72160,(870) 673-5336,Division manager,Scott Lindsey,riceland@riceland.com,"18,200,000 cwts",Specialty Mills,
Busch Agricultural,,2121 W. 145th N.,Idaho Falls,ID,83402,(208) 524-1080,GM,Max Mobley,,"4,025,000 bus up.",Grain,
Archer Daniels Midland Co.,,2122 Navigation Blvd,Corpus Christi,TX,78402,(361) 882-1956,Manager,Ryan Mills,,"4,700,000 bus up.",Grain,
"General Mills, Inc.",,2125 49th Ave. N.,Minneapolis,MN,55430,(763) 293-3700,,,,"3,553,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,2130 Little Levee Rd.,Rockwood,IL,62280,(618) 426-5275,Regional manager,Cody Smith,,"1,052,000 bus up.",Grain,
Consolidated Grain &Barge Co,,2133 E. State Hwy.,ABScott City,MO,63780,(573) 264-2411,general manager,Derek Oliver,,"369,000 bus up",Grain,
Consolidated Grain & Barge Co.,,2133 E. State Hwy. 500 Lacruz St.,Cape Girardeau,MO,63703,(573) 264-2411,GM,Derek Oliver,,"132,000 bus up.",Grain,
Heartland Co-Op,,2136 Green Bay Rd.,Wever,IA,52658,(319) 372-7852,Manager,Mark Logsdon,info@heartlandcoop.com,"510,000 bus up; 3,490,000 bus fl.",Grain,
"Cargill, Incorporated",,214 S. Water St.,Havana,IL,62644,(309) 543-3351,,,,"400,000 bus up.",Grain,
Consolidated Grain &Barge Co.,,2140 County Hwy.,553Caruthersville,MO,63830,(573) 333-1881,Regional Manager,Murray Schwieger,,"387,000 bus up.",Grain,
"Cornerstone Ag, Llc",,"2148 County Rd. Q, P.O. Box 468",Colby,KS,67701,(785) 462-3354,Manager,Eric Sperber,,"6,895,000 bus up; 2,900,000 bus fl.",Grain,
"Cargill, Incorporated",,215 Grainery Rd.,Hales Point,TN,38040,(731) 836-7571,,,,"955,000 bus up",Grain,
Consolidated Grain & Barge Co.,,"215 Marine St., P.O. Box 225",Madison,IN,47250,(812) 265-6505,Regional Manager,Jason Selking,,,Grain,
"Cargill, Incorporated",,"215 S. Main St., P.O. Box 429",Parker,SD,57053,(605) 297-4432,,,,"935,000 bus up",Grain,
"Central Moagriservice, Llc",,215 W Thomas Dr,Waverly,MO,64096,(660) 852-3381,VP,Jerry Young,,"741,000 bus up",Grain,
"Cargill, Incorporated",,2154 Hwy. 44,Reserve,LA,70084,(985) 536-1500,,,,"6,000,000 bus up; 1,500,000 bus fl.",Grain,
Sunrise Cooperative,,"2155 State, Rte. 598",Galion,OH,44833,(419) 683-4600,Location manager,J.C. Ehmann,jehmann@sunriseco-op.com,"8,950,000 bus up.",Grain,
"Greenfield Holdings, Llc",,2159 Hwy. 165 S.,Parkdale,AR,71661,(870) 473-2281,,,,"7,800,000 bus up.",Grain,
"Michigan Agricultural Commodities, Inc.",,216 Eastman,Breckenridge,MI,48615,(989) 842-3104,Plant Manager,Adam Geers,ckunisch@michag.com,"11,160,000 bus up; 4,100,000 bus fl.",Grain,
"Riceland Foods, Inc.",,216 N. Gee St.,Jonesboro,AR,72401,(870) 932-7433,Division Manager,Ken Wixon,riceland@riceland.com,"7,262,000 bus up; 1,936,000 bus fl.",Grain,
"Riceland Foods, Inc.",,216 N. Gee St.,Jonesboro,AR,72401,(870) 933-1193,District Manager,Daniel Bryant,riceland@riceland.com,"5,784,000 bus up; 188,000 bus fl.",Grain,
"Riceland Foods, Inc.",,216 N. Gee St.,Jonesboro,AR,72401,(870) 932-7433,Division manager,Ken Wixon,riceland@riceland.com,"15,500,000 cwts",Specialty Mills,
"Gateway Fs, Inc.",,"2161 Levee Rd., P.O. Box 38",Fults,IL,62244,(618) 458-6466,,,,,Grain,
Lacey Milling Co.,,217 W. Fifth St.,Hanford,CA,93230,(559) 584-6634,President,Charles Lendrum,,"1,500 cwts",Flour mills,
Heartland Co-Op,,217 W. Front St.,Brooklyn,IA,52211,(641) 522-7521,manager,Dennis Plants,info@heartlandcoop.com,"2,660,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,"21799 E. Ave., P.O. Box 217",Rock Port,MO,64482,660) 744-2222,Location Manager,Jackson Rooney,,"2,429,000 bus up; 5,940,000 bus fl.",Grain,
Landus Cooperative,,218 Lincoln Ave.,Ackley,IA,50601,(641) 847-2691,Regional Manager,Amanda De,,"487,000 bus up.",Grain,
The Scoular Company,,218 W. Delta St.,Hancock,IA,51536,(712) 741-5437,Facility manager,Landon Cousins,information@scoular.com,"4,440,000 bus up.",Grain,
"Southampton Flour Milling, Inc.",,22 Caroline St. E.,Southampton,ON,N0H 2L0,(519) 797-2833,VP,Audrey Cook,southflour@bellnet.ca,992 cwts.,Specialty Mills,
"Snavely'S Mill, Inc.",,22 Fishing Creek Rd.,Mill Hall,PA,17751,(570) 726-4747,"Director, sales and marketing",Dave Braun,dbraun@snavelysmill.com,"5,600 cwts.",Flour mills,
"Snavely'S Mill, Inc.",,22 Fishing Creek Rd.,Mill Hall,PA,17751,(570) 726-4747,"Director, sales and marketing",Dave Braun,dbraun@snavelysmill.com,"2,000 cwts",Specialty Mills,
Consolidated Grain & Barge Co.,,220 Mengel Rd.,Hickman,KY,42050,(270) 236-2579,Regional manager,Murray Schwieger,,"1,451,000 bus up",Grain,
Grain Craft,,220 W. 30th St.,Ogden,UT,84401,(801) 394-4523,Plant manager,Steve Mosier,,"1,200,000 bus up",Grain,
Grain Craft,,220 W. 30th St.,Ogden,UT,84401,(801) 394-4523,Plant manager,Steve Mosier,,"16,400 cwts.",Flour mills,
Alliance Grain Co.,,220 W. Eighth St.,Gibson City,IL,60936,(217) 784-5402,,,,"445,000 bus up.",Grain,
Tate & Lyle,,2200 E. Eldorado St.,Decatur,IL,62521,(217) 421-3268,Plant manager,Keith Oliger,hunter.chastain@tateandlyle.com,,Specialty Mills,
"Lawrence Foods, Inc.",,2200 Lunt Ave.,Elk Grove Village,IL,60007,(847) 437-2400; (800) 323-7848,Chairman,Lester Lawrence,info@lawrencefoods.com,,Mix Plants,
Miller Milling Co.,,2201 E. Seventh St.,Oakland,CA,94606,(510) 536-9555,Head miller,Steve McIver,info@millermilling.com,,Grain,
Miller Milling Co.,,2201 E. Seventh St.,Oakland,CA,94606,(510) 536-9555,Head miller,Steve McIver,info@millermilling.com,"14,000 cwts",Flour mills,
Miller Milling Co.,,2201 E. Seventh St.,Oakland,CA,94606,(510) 536-9555,Head Miller,Steve McIver,info@millermilling.com,,Specialty Mills,
"Viterra Usa Grain, Llc",,2203 21st Rd.,Clarks,NE,68628,(308) 548-2600,Manager,Matt Jarzynka,,"1,287,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,2205 County Rd. 55,Plainview,TX,79072,(806) 293-2621,Manager,Aaron McHargue,,"4,954,000 bus up",Grain,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233; (800) 652-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,480 cwts,Flour mills,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,480 cwts,Specialty Mills,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233; (800) 652-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,,Specialty Mills,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,480 cwts,Specialty Mills,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,240 cwts,Specialty Mills,
Homestead Mills,,"221 N. River St., P.O. Box 1115",Cook,MN,55723,(218) 666-5233,Managing partner,Keith A. Aho,aho@homesteadmills.com,,Mix Plants,
Miller Milling Co.,,"221 S. Fairmont, P.O. Box 79440",Saginaw,TX,76179,(817) 847-8977,Plant manager,Eric Knott,info@millermilling.com,"7,000,000 bus up",Grain,
Miller Milling Co.,,221 S. Fairmount St.,Saginaw,TX,76179,(817) 847-8977,Plant manager,Eric Knott,info@millermilling.com,"24,000 cwts.",Flour mills,
Kerry,,221 Salem Rd. S.W.,Calhoun,GA,30701,(706) 602-9928,,,info@kerry.com,,Mix Plants,
"Kalama Export Company, Llc",,2211 N. Hendrickson Dr.,Kalama,WA,98625,(360) 673-3900,,,,"5,386,000 bus up",Grain,
"Natural Products, Inc.",,2211 Sixth Ave.,Grinnell,IA,50112,(641) 236-0852,GM,Paul Lang,npi@npisoy.com,,Flour mills,
"Natural Products, Inc.",,2211 Sixth Ave.,Grinnell,IA,50112,(641) 236-0852,GM,Paul Lang,npi@npisoy.com,,Specialty Mills,
"Natural Products, Inc.",,2211 Sixth Ave.,Grinnell,IA,50112,(641) 236-0852,GM,Paul Lang,npi@npisoy.com,,Specialty Mills,
"Natural Products, Inc.",,2211 Sixth Ave.,Grinnell,IA,50112,(641) 236-0852,GM,Paul Lang,npi@npisoy.com,,Specialty Mills,
"Natural Products, Inc.",,2211 Sixth Ave.,Grinnell,IA,50112,(641) 236-0852,GM,Paul Lang,npi@npisoy.com,,Mix Plants,
"Cargill, Incorporated",,222 W. Utica St.,Ravenna,NE,68869,(308) 452-3281,,,,"1,918,000 bus up",Grain,
